movie_name,target,movie_description,id
Cry Baby,3,A prim and proper schoolgirl goes against her mother's wishes when she dates a motorcycle-riding juvenile delinquent.,133567223767190639658935281621912354150
Riding in Cars With Boys,3,"The fresh, funny, touching and true story of writer Beverly Donofrio (played by Drew Barrymore, who ages from 15 to 35 in the role), reveals her coming of age in the late 1960s and her whole life colored by an event that happened when she was 15. The events span more than two decades, as the young heroine experiences often-humorous, sometimes-irreverent, but certainly a unique personal journey to make something meaningful of her life.",133567230105443640800082289105428381030
Southland Tales,3,"With the United States under the threat of nuclear attack, the lives of several people converge in a dystopian Los Angeles. Movie star Boxer Santaros (Dwayne Johnson) plans his next film with the help of ambitious porn actress Krysta Now (Sarah Michelle Gellar) and troubled policeman Roland Taverner (Seann William Scott). Meanwhile, Marxist revolutionaries, greedy corporations and secretive government agencies pursue their separate agendas among a paranoid populace.",133567235651415016798585920653504904550
The Music Man,3,"When Harold Hill, a traveling con man, arrives in River City, he convinces the locals to start a band by purchasing the uniforms and instruments from him. His intention is to flee as soon as he receives the money. Librarian Marian Paroo suspects Harold is a fraud but holds her tongue since her moody brother, Winthrop, is excited about the band. As Harold begins to develop feelings for Marian, he faces a difficult decision about skipping town.",133567253081610769936740191233173978470
The Toxic Avenger,3,A 98-pound nerd (Mark Torgl) from New Jersey lands in a vat of toxic waste and becomes a benevolent monster (Mitchell Cohen).,133567258627582145935243822781250501990
They Came Together,3,The owner (Amy Poehler) of an independent candy shop and the corporate stooge (Paul Rudd) who has been sent to shut her down begin an unlikely romance.,133567264965835147076390830264766528870
Baby Mama,3,"When single executive Kate Holbrook (Tina Fey) decides the time is right to finally have a baby, she hires a working-class woman (Amy Poehler) from South Philadelphia to act as her surrogate mother. However, Kate's careful planning goes out the window when the woman shows up on her doorstep needing a place to live. A comic battle of wills breaks out between the pair as they prepare for the blessed event and try not to kill one another in the process.",133567270511806523074894461812843052390
France,3,"In FRANCE, a satirical drama set in contemporary Paris, Léa Seydoux stars as France de Meurs, a seemingly unflappable superstar TV journalist whose career, home life, and psychological stability are turned upside down after she carelessly drives into a young delivery man on a busy street. This unexpected eruption of reality triggers a series of self-reckonings as well as a strange romance that proves impossible to shake. As France attempts to slow down and retreat into a simpler, anonymous life, her fame continues to pursue her. Starting out as a tragicomic satire of the news media, writer-director Bruno Dumont's provocative new film spirals out into something darker as it examines the difficulty of maintaining one's sense of self in a corrosive culture.",133567276057777899073398093360919575910
Hope Springs,3,"Long-married couple Kay (Meryl Streep) and Arnold (Tommy Lee Jones) love each other, but after so many years together, Kay feels the need to spice things up and reconnect with her husband. Hearing of a renowned marriage counselor (Steve Carell) in the town of Great Hope Springs, Kay manages to persuade her stubborn mate to attend a retreat with her. As they shed their bedroom hang-ups, Kay and Arnold find that the real challenge is reigniting the spark that originally brought them together.",133567282396030900214545100844435602790
Inspector Gadget,3,"John Brown (Matthew Broderick) is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda (Joely Fisher), a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny (Michelle Trachtenberg), and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",133567287942002276213048732392512126310
The Curse of Bridge Hollow,3,A father (Marlon Wayans) and his teenage daughter (Priah Ferguson) are forced to team up and save their town after an ancient and mischievous spirit causes Halloween decorations to come to life and wreak havoc.,133567299826226653352699371424104676710
The Wedding Banquet,3,"Wai-Tung (Winston Chao) and his boyfriend (Mitchell Lichtenstein) live happily as a gay couple in New York City. Wai-Tung has not been open about his sexuality with his Taiwanese parents (Sihung Lung, Ah-Leh Gua), and decides to acquiesce to their wish for a traditional Chinese union by marrying Wei-Wei (May Chin), a struggling artist desperate for a green card. But the simple arrangement turns into a lavish debacle when Wai-Tung's parents plan an extravagant wedding banquet.",133567305372198029351203002972181200230
To All the Boys: P.S. I Still Love You,3,"As her relationship with Peter continues to grow, Lara Jean reunites with another recipient of one of her old love letters.",133567311710451030492350010455697227110
Wagons East!,3,"When a group of dissatisfied settlers decides they've had enough of the Wild West, they hire James Harlow (John Candy), an alcoholic wagon master, to take them back East. The eclectic but happy bunch includes Dr. Phil (Richard Lewis), prostitute Belle (Ellen Greene) and openly gay man Julian (John C. McGinley). But the railroad investors don't want it getting out that the West isn't a nice place, so they do everything they can to make sure the group never makes it to their destination.",133567317256422406490853642003773750630
Broken Flowers,3,"When his latest girlfriend (Julie Delpy) leaves him, retired computer magnate Don Johnston (Bill Murray) has no greater ambition than to sit around the house. When he receives an anonymous letter from a former girlfriend claiming he has a 19-year-old son he's never met, Don doesn't even think to follow up. It's not until his neighbor, a mystery fan, encourages him that Don resolves to visit the exes who seem the most likely candidates and find out the truth.",133567322802393782489357273551850274150
Josie and the Pussycats,3,"Josie (Rachael Leigh Cook), Melody (Tara Reid) and Val (Rosario Dawson) are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.",133567329140646783630504281035366301030
Mr. Magorium's Wonder Emporium,3,"Magic flows freely through the walls and toys within the Wonder Emporium. But when Mr. Magorium (Dustin Hoffman), the store's 243-year-old proprietor, decides to turn the reins over to his manager Molly Mahoney (Natalie Portman), mysterious changes creep over the Emporium. Molly and Henry (Jason Bateman), an accountant, must discover the magic within themselves if they are ever to revive the now-quiet toys.",133567334686618159629007912583442824550
Smiley Face,3,"Jane (Anna Faris), a struggling but perpetually stoned actress, has a busy day ahead. She has several important tasks on her list, including buying more marijuana. Even though she already has a good start on the day's planned drug use, she eats her roommate's pot-laced cupcakes and embarks on a series of misadventures all over Los Angeles.",133567340232589535627511544131519348070
Wild Child,3,"Sixteen-year-old Poppy (Emma Roberts) has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father (Aidan Quinn) ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress (Natasha Richardson) and a class full of girls who will not tolerate her selfishness.",133567352116813912767162183163111898470
Dirty Work,3,"Friends Sam (Artie Lange) and Mitch (Norm Macdonald) need $50,000 to pay for Sam's dad's heart surgery. When they're fired for getting revenge on their abusive theater-owner boss, they have a great money-making idea: a revenge-for-hire business. The friends are soon successful, but not all their clients are good customers. When real estate developer Travis Cole (Christopher McDonald) tricks them into vandalizing a building that isn't his, Sam and Mitch concoct their best revenge plan yet.",133567360831911789336239318452946435430
Kapoor & Sons -- Since 1921,3,"A man (Sidharth Malhotra) and his brother (Fawad Khan) fall for the same woman (Alia Bhatt) while visiting their parents and grandfather in Coonoor, India.",133567368754728040762673077807341469030
The Pink Panther 2,3,"When the world's greatest treasures, including the Pink Panther diamond, are stolen, only one man can solve the mystery: Clouseau (Steve Martin). Together with his partner Ponton (Jean Reno) and a team of international detectives, the bumbling detective must catch the thief and retrieve the artifacts -- without causing too much collateral damage.",133567403615119547038981618966679616870
10 Things We Should Do Before We Break Up,3,"Sparks fly when a self-sufficient single mother meets a magnetic perennial bachelor. On their first date, they collaborate -- in jest -- on the ultimate list: 10 things to do together before they break up. But when fate intervenes, they soon embark on the most challenging journey of all -- building a family together, and the chance to trade their cynicism for hope.",133567415499343924178632257998272167270
Nina Forever,3,"After his girlfriend Nina dies, Rob falls in love with Holly. The new relationship faces a huge challenge when Nina comes back to life to sarcastically taunt the couple whenever they try to have sex.",133567426591286676175639521094425214310
Simon Sez,3,"Interpol agent Simon (Dennis Rodman) is gathering information about the weapons trade on the French Riviera and trying to pinpoint the man at its center. Meanwhile, Nick (Dane Cook) -- an old classmate of Simon's -- asks him for help. Nick needs to rescue his employer's daughter, who appears to have been kidnapped by the same people Simon is tracking down. The pair must get to the bottom of the increasingly dangerous situation with the help of two monks and a feisty woman.",133567432929539677316786528577941241190
Strictly Ballroom,3,"A top ballroom dancer pairs with a plain, left-footed local girl when his maverick style earns him the disdain of his more conventionally-minded colleagues. Together, the team gives it their all and makes dreams of the National Championship title come true.",133567438475511053315290160126017764710
Welcome to the Dollhouse,3,"Middle-school student Dawn Weiner (Heather Matarazzo) faces degradation at school -- where she is teased constantly -- and at home. The middle child between nerdy older brother Mark (Matthew Faber) and perky younger sister Missy (Daria Kalinina), Dawn can't seem to find a place to belong. Although she has a crush on a cute boy (Eric Mabius) whom her brother knows, she can only catch the attention of bully Brandon (Brendan Sexton Jr.), who threatens her to show affection.",133567450359735430454940799157610315110
Can't Hardly Wait,3,"School's out, and an entire graduating class -- from football stars and cool girls to complete nerds -- gathers at a wealthy classmate's home for a party. There, the artistic Preston (Ethan Embry) hopes to move in on Amanda (Jennifer Love Hewitt), the beauty he has admired from afar for years. Dorky William (Charlie Korsmo) schemes to pay back meathead Mike (Peter Facinelli) for years of bullying, and would-be rapper Kenny (Seth Green) gets locked in a room with snarky Denise (Lauren Ambrose).",133567455905706806453444430705686838630
Surf's Up 2: WaveMania,3,"An adventurous penguin convinces The Hang 5, a notorious big wave riding crew, to accompany him to a surfing location known as The Trenches, where the biggest waves in the world can be found.",133567467789931183593095069737279389030
The Ladykillers,3,"Mrs. Wilberforce (Katie Johnson) likes to report suspicious behavior to the police. Unaware of her reputation, the dapper thief Professor Marcus (Alec Guinness) rents rooms in the elderly widow's home for himself and his band of cohorts. Posing as a string quintet, the thieves pull off a bank robbery, but slip up in front of the old woman as they try to escape. Agreed that they need to murder her, the bumbling crooks wind up double-crossing each other and slowly killing themselves off.",133567473335902559591598701285355912550
The Young Offenders,3,"Two teenage boys from Cork steal bicycles and ride off on a quest to find a missing bale of cocaine worth 7,000,000 euros.",133567478881873935590102332833432436070
Nick and Norah's Infinite Playlist,3,"Nick (Michael Cera) cannot stop obsessing over his ex-girlfriend, Tris (Alexis Dziena), until Tris' friend Norah (Kat Dennings) suddenly shows interest in him at a club. Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline (Ari Graynor), with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",133567490766098312729752971865024986470
Playing With Fire,3,"When straight-laced fire superintendent Jake Carson and his elite team of firefighters come to the rescue of three siblings, they quickly realize that no amount of training could prepare them for their most challenging job yet -- babysitting. As their lives, jobs and depot get turned upside down, the three men soon learn that children -- much like fires -- are wild and unpredictable.",133567496312069688728256603413101509990
Sandy Wexler,3,"Sandy Wexler (Adam Sandler) is a talent manager working in Los Angeles in the 1990s who diligently represents a group of eccentric clients on the fringes of show business. His single-minded devotion is put to the test when he falls in love with his newest client, Courtney Clarke (Jennifer Hudson), a tremendously talented singer whom he discovers at an amusement park.",133567508196294065867907242444694060390
Simon Birch,3,"Simon Birch (Ian Michael Smith) and Joe Wenteworth (Joseph Mazzello) are boys who have a reputation for being oddballs. Joe never knew his father, and his mother, Rebecca (Ashley Judd), is keeping her lips sealed, no matter how much he protests. Simon, meanwhile, is an 11-year-old dwarf whose outsize personality belies his small stature. Indeed, he often assails the local reverend (David Strathairn) with thorny theological questions and joins Joe on his quest to find his biological father.",133567513742265441866410873992770583910
Spun,3,"A drug addict (Jason Schwartzman) meets an assortment of wild characters (John Alberto Leguizamo, Mena Suvari) while on a three-day speed binge in Los Angeles.",133567520080518443007557881476286610790
Teen Wolf,3,"When high school nerd Scott Howard (Michael J. Fox) learns from his father, Harold (James Hampton), that being a werewolf runs in the family, he decides to take advantage of his freakish trait. With his newfound strength and agility, Scott quickly becomes the hero of his school's basketball team while winning over longtime crush Pamela Wells (Lorie Griffin). As he grows more popular, Scott worries he is being celebrated as a novelty rather than for who he is.",133567525626489819006061513024363134310
The Freshman,3,"Clark Kellogg (Matthew Broderick) is robbed moments after arriving in New York, so when he sees his mugger several days later, he confronts him. The man promises to return his property and get him a job with his uncle, Carmine Sabatini (Marlon Brando), who turns out to be a Mafia boss. As Clark continues his shady work for Carmine, he discovers an elaborate underworld that has caught the attention of the authorities. As things come to a head, not everything is what it seems.",133567531172461195004565144572439657830
The Grand Seduction,3,Residents of a small fishing community in Newfoundland charm a doctor into becoming the town's full-time physician in order to secure a vital factory contract.,133567537510714196145712152055955684710
"You, Me and Dupree",3,"Newlyweds Carl (Matt Dillon) and Molly (Kate Hudson) are anxious to start their lives together, but the pair soon become a trio when Carl invites his jobless buddy Randy (Owen Wilson) to crash at their place until he gets back on his feet. At first, Carl is happy to have him around, but that soon turns to annoyance when Randy threatens to become a permanent fixture in their home.",133567543056685572144215783604032208230
12 Hour Shift,3,"It’s 1998 and over the course of one night at an Arkansas hospital, a junkie nurse, her scheming cousin and a group of black market organ-trading criminals get caught up in a heist gone wrong.",133567548602656948142719415152108731750
All the Places,3,"After their father's death, two siblings who haven't seen each other in 15 years try to heal their relationship while fulfilling a childhood dream: a motorcycle road trip through Mexico.",133567555733191574426509798571064261990
Breaking Away,3,"Dave (Dennis Christopher) and his working-class friends Cyril (Daniel Stern), Moocher (Jackie Earle Haley) and Mike (Dennis Quaid) spend their post-high school days in Bloomington, Indiana, sparring with snooty students from the local university, chasing girls and--in Dave's case--dreaming of competitive bicycle racing. The four friends face opposition from all corners as they decide to make Dave's dreams come true in the university's annual bicycle endurance race.",133567561279162950425013430119140785510
Buffy the Vampire Slayer,3,"For Buffy Summers (Kristy Swanson), nothing is the same after she meets Merrick Jamison-Smythe (Donald Sutherland). Merrick tells the teen that he's been sent to train her to fight vampires, and he proves himself by displaying his supernatural powers. Buffy is a quick study, and soon takes fellow student Oliver Pike (Luke Perry) under her wing, repeatedly saving him from fierce bloodsuckers. But, when a very dangerous vampire (Rutger Hauer) gets rambunctious, she must go to war again.",133567567617415951566160437602656812390
Horns,3,"Blamed for the murder of his girlfriend, a man (Daniel Radcliffe) awakes one morning to find he has grown a pair of horns. Armed, now, with supernatural powers, he sets out to find the killer.",133567579501640328705811076634249362790
Slaxx,3,"A possessed pair of jeans is brought to life to punish the unscrupulous practices of a trendy clothing company. Shipped to the company's flagship store, Slaxx proceeds to wreak carnage on staff locked in overnight to set up the new collection.",133567593762709581273391843472160423270
The Good Doctor,3,A young physician (Orlando Bloom) becomes dangerously obsessed with a teenage patient (Riley Keough) and falls into an illicit romance. Things quickly spin out of control when an orderly finds out and blackmails the doctor.,133567600100962582414538850955676450150
The Last Sharknado: It's About Time,3,Fin has to go back in time to rejoin his shark battling friends to stop the first Sharknado and save humanity.,133567605646933958413042482503752973670
A Hologram for the King,3,A beautiful doctor (Sarita Choudhury) and a wise-cracking taxi driver (Alexander Black) help an American businessman (Tom Hanks) who's trying to close the deal of a lifetime in Saudi Arabia.,133567618323439960695336497470785027430
Better Nate Than Ever,3,Nate Foster struggles to land roles in his middle school's drama productions while he fantasizes about becoming a Broadway star.,133567624661692961836483504954301054310
Chhichhore,3,Friends experience the ups and downs of college life.,133567630207664337834987136502377577830
"My Donkey, My Lover & I",3,"Antoinette, a schoolteacher, is looking forward to her long planned summer holiday with her married lover Vladimir, the father of one of her pupils. When she learns that Vladimir has to cancel because his wife organized a surprise hiking vacation, Antoinette decides to follow their tracks, accompanied by a protective donkey named Patrick.",133567648430141716115784783017486155110
God's Pocket,3,"A boozy lowlife (Philip Seymour Hoffman) tries to bury the truth about his crazy stepson's suspicious death, but a nosy newspaper columnist (Richard Jenkins) and the young man's mother complicate matters.",133567665860337469253939053597155229030
Killers,3,"Three years after a fateful trip to the French Riviera, Jen (Katherine Heigl) enjoys the good life in suburbia with her handsome husband, Spencer (Ashton Kutcher). That comes crashing down, however, when gunfire rings out the morning after his 30th birthday. It turns out that Spencer has not been honest with Jen about his job; he's a deadly spy. Now she must learn to dodge bullets while keeping up an appearance of normalcy.",133567671406308845252442685145231752550
Norm Macdonald: Nothing Special,3,"In his final comedy special, Norm Macdonald ponders casinos, cannibalism, living wills and why you have to be ready for whatever life throws your way.",133567676952280221250946316693308276070
Sex and Zen,3,A promiscuous man learns a hard lesson in love after his adulterous ways cost him his eyesight and his new wife.,133567682498251597249449948241384799590
Soul Man,3,"In order to win a scholarship, Mark Watson (C. Thomas Howell), the white son of an affluent psychiatrist, pretends to be black on his application form. When he's accepted, he alters his hair, skin and speech to conceal his true identity. At first Mark believes that going through law school as a minority will be a breeze, but he soon begins experiencing racism. Eventually, Mark falls in love with Sarah Walker (Rae Dawn Chong), a black student, and begins to feel guilty about his ruse.",133567688836504598390596955724900826470
Bean,3,"At the Royal National Gallery in London, the bumbling Mr. Bean (Rowan Atkinson) is a guard with good intentions who always seems to destroy anything he touches. Unless, of course, he's sleeping on the job. With the chairman (John Mills) blocking Bean's firing, the board decides to send him to a Los Angeles art gallery under false credentials. When Bean arrives, his chaos-causing ways are as sharp as ever, and curator David Langley (Peter MacNicol) has the unenviable task of keeping Bean in line.",133567695174757599531743963208416853350
Lucky Numbers,3,"Russ Richards (John Travolta) is a TV weatherman and local celebrity on the verge of losing his shirt. Desperate to escape financial ruin, he schemes with Crystal (Lisa Kudrow) the TV station's lotto ball girl to rig the state lottery drawing. The numbers come up right, but everything else goes wrong as the plan starts to unravel and the game turns rough.",133567707058981976671394602240009403750
Rock Dog,3,"For the Tibetan mastiffs on Snow Mountain, a dog's life has a simple riff -- guard a peaceful village of sheep from the thuggish wolf Linnux and his rabid pack. To avoid distractions, mastiff leader Khampa forbids all music. However, when his son Bodi discovers a radio that fell from the sky, it takes just a few guitar licks for the lad's fate to be sealed. Wanting to be a rock 'n' roll star, Bodi heads to the city to locate Angus Scattergood, a legendary musician who needs to write a new song.",133567712604953352669898233788085927270
Sex Appeal,3,"Avery Hansen-White doesn't do things she isn't excellent at. So when her long-distance boyfriend hints at wanting to take their relationship to the next level, she sets out to master her sexuality, employing her oldest friend, Larson, as a test subject. In this hilarious teen comedy, Avery's study results in the realization that there's more to sex, and love, than mechanics. Relationships require both head and heart.",133567735581120481806556135915831524710
Shirley Valentine,3,"Feeling trapped in a world of domesticity, Shirley (Pauline Collins), a housewife from Liverpool, England, needs a change in her life before she has another conversation with the walls. When her friend Jane (Alison Steadman) invites her on a trip to a Greek island, Shirley jumps at the chance. Upon landing, Jane ditches Shirley for a fling, which means Shirley is left to her own devices. Shirley wanders the island, meets a taverna owner (Tom Conti) and begins to find the joy in life again.",133567741919373482947703143399347551590
Support the Girls,3,"Lisa is the general manager of Double Whammies, a sports bar that features skimpily dressed waitresses. Always nurturing and protective of her staff, she soon faces one trying day that tests her optimism at every turn.",133567748257626484088850150882863578470
The New Guy,3,"Nerdy high school senior Dizzy Harrison (D.J. Qualls) has finally gotten lucky - he has a second chance to be the guy with no past in ""The New Guy,"" a hilarious story about wiping the slate clean and reinventing yourself. Transforming from dud to stud at his new school with the help of inmate Luther, geeky Dizzy becomes the cool Gil Harris and sets out to destroy the popularity-obsessed social system, boost school morale and win the heart of Danielle (Eliza Dushku).",133567754595879485229997158366379605350
The Takedown,3,"Ousmane Diakité (Omar Sy) and François Monge (Laurent Lafitte) are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a high scale criminal case wrapped in danger and unexpected comedy.",133567760141850861228500789914456128870
A Tale of Legendary Libido,3,Women tease and torture a man with an impaired libido until a traveling monk imparts to him the secret of perpetual arousal.,133567765687822237227004421462532652390
Afterglow,3,"The appropriately named Lucky Mann (Nick Nolte) is a contractor equally handy at repairs and seduction. The latest lonely housewife to succumb to his charms is Marianne (Lara Flynn Boyle), childless and unhappy with her marriage to business-obsessed Jeffrey (Jonny Lee Miller). When Jeffrey coincidentally becomes enraptured by Lucky's wife, the fading former starlet Phyllis (Julie Christie), the four get caught in a tangled-up love quadrangle that reignites their tired marriages.",133567772026075238368151428946048679270
Alfie,3,"Set in postwar London, ""Alfie"" features Michael Caine as a chauffeur bent on promiscuity. After impregnating his girlfriend he takes off on vacation. He continues his life of womanizing, but he can't hide forever. A misfortune strikes and Alfie is forced to face the product of his ways.",133567777572046614366655060494125202790
Journey to the West: Conquering the Demons,3,A Buddhist disciple (Zhang Wen) battles demons by using a book of nursery rhymes to appeal to their inherent goodness.,133567789456270991506305699525717753190
P.O. Box Tinto Brass,3,A director (Tinto Brass) portrays sexual caprices based on the mail he receives.,133567795002242367504809331073794276710
Unexpected,3,"Bob and Amy are at a crossroad: she wants to adopt a baby, he doesn't. Will renovating a house and rescuing animals solve their problems? Will their new handyman and his son's pregnant girlfriend be the miracle they are looking for? Or is the solution to their problem completely... unexpected? A comedy about life, love, adulting... and a bunny named Binky.",133567800548213743503312962621870800230
Valley Girl,3,"Lovely teen Julie Richman (Deborah Foreman) is steeped in the excessive, pink-clad culture of the San Fernando Valley, complete with her narcissistic boyfriend, Tommy (Michael Bowen). At a party, however, Julie falls for an edgy Hollywood punk named Randy (Nicolas Cage), and the two begin an unlikely romance. Torn between fitting in with her superficial friends and embracing a more non-conformist lifestyle, Julie ultimately has to decide to stay with Tommy or take a risk with Randy.",133567806886466744644459970105386827110
Wanderlust,3,"George (Paul Rudd) and Linda (Jennifer Aniston) have overextended, overstressed lives in Manhattan. After George loses his job, he and Linda have little choice but to move to Atlanta and stay with his terrible brother. On the way, the couple happen upon Elysium, an idyllic counterculture community, where money, careers and clothing are strictly optional. George and Linda think that they can make a fresh start in Elysium, only they may be trading one set of problems for another.",133567816393846246356180481330660867430
Dennis the Menace,3,"Mischievous Dennis Mitchell (Mason Gamble) makes the life of neighbor George Wilson (Walter Matthau) miserable with his overactive energy and inadvertent troublemaking. Because his parents must leave town for work and can't find a baby sitter for Dennis, they ask George and his wife, Martha (Joan Plowright), to take care of him. But when burglar Switchblade Sam (Christopher Lloyd) breaks in to steal George's gold coin collection, he takes Dennis as a hostage, and crusty George must save the boy.",133567837785450125207551631587527458150
Eight Legged Freaks,3,The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's up to mining engineer Chris McCormack (David Arquette) and Sheriff Sam Parker (Kari Wuhrer) to mobilize an eclectic group of townspeople into battle against the bloodthirsty eight-legged beasts.,133567844123703126348698639071043485030
The Escort,3,A sex addicted journalist becomes immersed in the world of high-class escorts when he follows a Stanford-educated prostitute.,133567855215645878345705902167196532070
Big Stan,3,A wimpy con artist (Rob Schneider) learns martial arts from a mysterious master (David Carradine) so that he can protect himself in jail.,133567861553898879486852909650712558950
Last Holiday,3,"The discovery that she has a terminal illness prompts introverted saleswoman Georgia Byrd (Queen Latifah) to reflect on what she realizes has been an overly cautious life. So Georgia withdraws her life savings and jets off to Europe where she lives like a millionaire. Upbeat and passionate, Georgia charms everybody she meets, including renowned Chef Didier (Gérard Depardieu). The only one missing from her new life is her longtime crush Sean Matthews (LL Cool J).",133567867099870255485356541198789082470
Mallrats,3,"T.S. (Jeremy London) and his best friend, Brodie (Jason Lee), take a trip to the mall after their girlfriends break up with them. T.S.'s girlfriend, Brandi (Claire Forlani), is participating in a dating game show at the mall, which was the initial cause of their breakup. Meanwhile, Brodie's ex, Rene (Shannen Doherty), has begun dating sleazy store manager Shannon (Ben Affleck). T.S. and Brodie seek out ways to ruin the game show, hunted all the while by Brandi's father, Jared (Michael Rooker).",133567872645841631483860172746865605990
Peggy Sue Got Married,3,"Peggy Sue Bodell (Kathleen Turner) attends her 25-year high school reunion after separating from her cheating husband, Charlie (Nicolas Cage). She regrets the decisions she has made in her life, such as getting pregnant by Charlie in high school. When she faints at the reunion, she awakens in 1960. Given the chance to relive her life, she changes many things. However, some choices are more complicated, as she begins to see young Charlie's charm and true feelings.",133567878191813007482363804294942129510
The Big Wedding,3,"Don (Robert De Niro) and Ellie Griffin (Diane Keaton) are long-divorced, but when their adopted son's ultraconservative biological mother unexpectedly decides to fly in for the young man's nuptials, they are forced to play the happy couple to avoid an awkward situation. With their heartily amused friends and adult children looking on, Don and Ellie must confront their past, present and future -- and hopefully avoid killing each other in the process.",133567884530066008623510811778458156390
Zero Fucks Given,3,"Cassandra (26) is a flight attendant for a low-cost airline. Based in Lanzarote, she's always willing to take on extra hours and carries out her duties with robotic efficiency. On the side, she just goes with the flow and floats between Tinder, parties and lazy days. When she suddenly gets dismissed, she is forced to return home. Will she find the force to confront what she was running away from?",133567890076037384622014443326534679910
Cats & Dogs,3,"Cats & Dogs uncovers the truth about the high-tech, secret war being waged in neighborhoods everywhere that humans aren't even aware of: an eternal struggle between the two great armies of Cats and Dogs. The story follows a Cat plan to destroy a new vaccine that, if developed, would destroy all human allergies to Dogs, and the Dogs' efforts to stop the Cats from executing their plan.",133567907506233137760168713906203753830
Faith Based,3,"FAITH BASED focuses on two slacker friends who come to the realization that every low budget Christian movie starring 90's TV actors makes millions of dollars. They soon set out on a mission to make ""A Prayer in Space"", the story of the first prayer ever to be prayed... in space.",133567913052204513758672345454280277350
Marc Maron: From Bleak to Dark,3,"Marc Maron explores such universal topics as getting older, antisemitism and faith, and the superiority of having cats over children - especially during the pandemic. The comedian also opens up about the loss of his partner in 2020 and reestablishing his complicated relationship with his father.",133567919390457514899819352937796304230
Unplugging,3,"Think a rustic getaway with no cell service, internet or social media is a romantic way to revive your marriage and revitalize your sex life? Think again. When Jeanine (Eva Longoria) and Dan (Matt Walsh) realize the only spark in the bedroom is from the wall socket, Dan proposes a quiet, relaxing weekend in a remote mountain town as the solution to rekindle and recharge. No kids, no phones, no social media--only clean fresh air and lots of romance. But what starts as the perfect weekend getaway quickly spirals out of control with unearthly encounters, strong edibles, cranky locals, and a pesky one-eyed dog. Without GPS to guide them or social media to save them, Dan and Jeanine are forced to rediscover what truly matters--each other.",133567925728710516040966360421312331110
Wild Rose,3,"Fresh out of prison, a Scottish woman juggles her job and two children while pursuing her dream of becoming a country music star. She soon gets her chance when she travels to Nashville, Tenn., on a life-changing journey to discover her true voice.",133567931274681892039469991969388854630
Jay and Silent Bob Reboot,3,Jay and Silent Bob embark on a cross-country mission to stop Hollywood from filming a reboot based on them.,133567962173665272602561653451529485670
Pee-wee's Big Adventure,3,"Pee-wee Herman (Paul Reubens), an eccentric child-like man, loves his red bicycle and will not sell it to his envious neighbor, Francis (Mark Holton). While Pee-wee visits his friend Dottie (Elizabeth Daily), the bike is stolen. Thinking his bike is at the Alamo, Pee-wee sets off on a trip, where he meets many remarkable people, including waitress Simone (Diane Salinger) and a motorcycle gang. Eventually, Pee-wee discovers that his bike is being used in a movie and tries to recover it.",133567968511918273743708660935045512550
Scrooge: A Christmas Carol,3,"Charles Dickens' ageless legend is reborn in this supernatural, time-travelling, musical adaptation of the definitive Christmas story. With his very soul on the line, Scrooge has but one Christmas Eve left to face his past and build a better future. Featuring re-imagined songs from the legendary and two-time Academy Award® winner Leslie Bricusse OBE, Scrooge: A Christmas Carol is one for a new generation to sing.",133567974057889649742212292483122036070
The Savages,3,"Wendy Savage (Laura Linney), a struggling playwright, has little to do with her brother, Jon (Philip Seymour Hoffman), a college professor and author. However, the siblings must find a way to work together when their father, Lenny (Philip Bosco), slides into senility and must be placed in a nursing home.",133567980396142650883359299966638062950
Where the Heart Is,3,"After Tennessee teen Novalee Nation (Natalie Portman) is left literally barefoot and pregnant in a Wal-Mart parking lot by her no-good boyfriend, Willy Jack Pickens (Dylan Bruno), she manages to live within the mammoth megastore until her baby's abrupt arrival makes her a media darling. After this, Good Samaritan nurse Lexie (Ashley Judd) takes in Novalee and her newborn daughter. Before long, Lexie and Novalee form a life-changing bond of friendship and sisterhood.",133567985942114026881862931514714586470
Wild Men,3,"Armed only with a bow and an ensemble of animal skins, Martin sets off into the forest in a misguided attempt to overcome his midlife crisis. A chance meeting with a fugitive named Musa leads to a twisted trip through the fjords with police, drug runners, and Martin's family not far behind. As an unlikely friendship develops and wildly original set-pieces unfold, Martin's quest for manhood leads to deep and hilariously uncomfortable realizations about the presumed masculine ideal.",133567992280367028023009938998230613350
